epoch,train_loss,val_loss,train_mae_scaled,val_mae_scaled,learning_rate
1,0.3855373118385394,0.6648016364914575,0.42081959565606003,0.5582084411665243,0.001
2,0.19173732107876162,0.6051810943228668,0.29425127144958807,0.5396201140148826,0.001
3,0.12476855882749029,0.6510245993172913,0.23597086709256362,0.5600680097450055,0.001
4,0.09663675102402555,0.6596597430436988,0.20592671178400876,0.5607182816410553,0.001
5,0.08106165724744988,0.62115560916758,0.18760974568086247,0.5467911649063385,0.001
6,0.070315853426156,0.6400629730922938,0.17362774671127656,0.5553920838924656,0.001
7,0.06137926472320082,0.6694549329291997,0.16040128481541768,0.5669493938431611,0.0005
8,0.058052611327491226,0.6684481938432378,0.15569162760023003,0.5672663095505233,0.0005
9,0.05535153414768879,0.655725447181177,0.15193757819473916,0.560785292809667,0.0005
